theme_tag,large_sector,primary_sub_archetype,canonical_archetype,posture,must_have_evidence,red_flag_evidence,green_policy,theme_is_score_input,production_scoring_changed,source_round
정유,MATERIALS_SPREAD_STRATEGIC,REFINING_OIL_SPREAD,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,refining_margin|inventory_status|demand_visibility,,Refining is cyclical; Green needs structural supply discipline.,false,false,round10
화학-정유,MATERIALS_SPREAD_STRATEGIC,REFINING_OIL_SPREAD,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,refining_margin|inventory_status|demand_visibility,,Refining is cyclical; Green needs structural supply discipline.,false,false,round10
윤활유,MATERIALS_SPREAD_STRATEGIC,REFINING_OIL_SPREAD,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,refining_margin|inventory_status|demand_visibility,,Refining is cyclical; Green needs structural supply discipline.,false,false,round10
LPG,MATERIALS_SPREAD_STRATEGIC,REFINING_OIL_SPREAD,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,refining_margin|inventory_status|demand_visibility,,Refining is cyclical; Green needs structural supply discipline.,false,false,round10
철강 주요업체,MATERIALS_SPREAD_STRATEGIC,STEEL_METAL_SPREAD,COMMODITY_SPREAD,REDTEAM_FIRST,steel_spread|china_supply|inventory_status,,Steel needs spread and supply discipline; China supply risk caps Green.,false,false,round10
철강 중소형업체,MATERIALS_SPREAD_STRATEGIC,STEEL_METAL_SPREAD,COMMODITY_SPREAD,REDTEAM_FIRST,steel_spread|china_supply|inventory_status,,Steel needs spread and supply discipline; China supply risk caps Green.,false,false,round10
강관,MATERIALS_SPREAD_STRATEGIC,STEEL_METAL_SPREAD,COMMODITY_SPREAD,REDTEAM_FIRST,steel_spread|china_supply|inventory_status,,Steel needs spread and supply discipline; China supply risk caps Green.,false,false,round10
건자재 철근,MATERIALS_SPREAD_STRATEGIC,STEEL_METAL_SPREAD,COMMODITY_SPREAD,REDTEAM_FIRST,steel_spread|china_supply|inventory_status,,Steel needs spread and supply discipline; China supply risk caps Green.,false,false,round10
비철금속,MATERIALS_SPREAD_STRATEGIC,NONFERROUS_STRATEGIC_METALS,RARE_METALS_STRATEGIC_MATERIALS,WATCH_YELLOW_FIRST,metal_price|cost_curve|supply_constraint,,"Strategic metals need cost curve or supply evidence, not price spike only.",false,false,round10
구리,MATERIALS_SPREAD_STRATEGIC,NONFERROUS_STRATEGIC_METALS,RARE_METALS_STRATEGIC_MATERIALS,WATCH_YELLOW_FIRST,metal_price|cost_curve|supply_constraint,,"Strategic metals need cost curve or supply evidence, not price spike only.",false,false,round10
리튬,MATERIALS_SPREAD_STRATEGIC,NONFERROUS_STRATEGIC_METALS,RARE_METALS_STRATEGIC_MATERIALS,WATCH_YELLOW_FIRST,metal_price|cost_curve|supply_constraint,,"Strategic metals need cost curve or supply evidence, not price spike only.",false,false,round10
희토류,MATERIALS_SPREAD_STRATEGIC,NONFERROUS_STRATEGIC_METALS,RARE_METALS_STRATEGIC_MATERIALS,WATCH_YELLOW_FIRST,metal_price|cost_curve|supply_constraint,,"Strategic metals need cost curve or supply evidence, not price spike only.",false,false,round10
금은,MATERIALS_SPREAD_STRATEGIC,NONFERROUS_STRATEGIC_METALS,RARE_METALS_STRATEGIC_MATERIALS,WATCH_YELLOW_FIRST,metal_price|cost_curve|supply_constraint,,"Strategic metals need cost curve or supply evidence, not price spike only.",false,false,round10
페라이트,MATERIALS_SPREAD_STRATEGIC,NONFERROUS_STRATEGIC_METALS,RARE_METALS_STRATEGIC_MATERIALS,WATCH_YELLOW_FIRST,metal_price|cost_curve|supply_constraint,,"Strategic metals need cost curve or supply evidence, not price spike only.",false,false,round10
그래핀,MATERIALS_SPREAD_STRATEGIC,ADVANCED_MATERIAL_THEMES,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science tags are Green-blocked without commercialization evidence.,false,false,round10
맥신,MATERIALS_SPREAD_STRATEGIC,ADVANCED_MATERIAL_THEMES,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science tags are Green-blocked without commercialization evidence.,false,false,round10
초전도체,MATERIALS_SPREAD_STRATEGIC,ADVANCED_MATERIAL_THEMES,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science tags are Green-blocked without commercialization evidence.,false,false,round10
양자 기술,MATERIALS_SPREAD_STRATEGIC,ADVANCED_MATERIAL_THEMES,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science tags are Green-blocked without commercialization evidence.,false,false,round10
페라이트,MATERIALS_SPREAD_STRATEGIC,ADVANCED_MATERIAL_THEMES,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science tags are Green-blocked without commercialization evidence.,false,false,round10
제지,MATERIALS_SPREAD_STRATEGIC,PAPER_PACKAGING,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,paper_spread|demand_visibility|cost_pass_through,,Packaging is spread and demand driven; structural Green requires durable pricing power.,false,false,round10
골판지,MATERIALS_SPREAD_STRATEGIC,PAPER_PACKAGING,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,paper_spread|demand_visibility|cost_pass_through,,Packaging is spread and demand driven; structural Green requires durable pricing power.,false,false,round10
탈 플라스틱 포장재,MATERIALS_SPREAD_STRATEGIC,PAPER_PACKAGING,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,paper_spread|demand_visibility|cost_pass_through,,Packaging is spread and demand driven; structural Green requires durable pricing power.,false,false,round10
대두,MATERIALS_SPREAD_STRATEGIC,AGRI_COMMODITY_INPUTS,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cost|price_pass_through|inventory_status,,Agri inputs are cycle/event heavy and need RedTeam caps.,false,false,round10
배합사료,MATERIALS_SPREAD_STRATEGIC,AGRI_COMMODITY_INPUTS,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cost|price_pass_through|inventory_status,,Agri inputs are cycle/event heavy and need RedTeam caps.,false,false,round10
농업 종자,MATERIALS_SPREAD_STRATEGIC,AGRI_COMMODITY_INPUTS,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cost|price_pass_through|inventory_status,,Agri inputs are cycle/event heavy and need RedTeam caps.,false,false,round10
비료,MATERIALS_SPREAD_STRATEGIC,AGRI_COMMODITY_INPUTS,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cost|price_pass_through|inventory_status,,Agri inputs are cycle/event heavy and need RedTeam caps.,false,false,round10
농약,MATERIALS_SPREAD_STRATEGIC,AGRI_COMMODITY_INPUTS,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cost|price_pass_through|inventory_status,,Agri inputs are cycle/event heavy and need RedTeam caps.,false,false,round10
라면,CONSUMER_RETAIL_BRAND,EXPORT_RECURRING_CONSUMER,EXPORT_RECURRING_CONSUMER,GREEN_POSSIBLE,export_growth|channel_expansion|recurring_demand|fy1_fy2_revision,,K-food Green does not require contracts but does require repeat demand and revision support.,false,false,round10
K푸드,CONSUMER_RETAIL_BRAND,EXPORT_RECURRING_CONSUMER,EXPORT_RECURRING_CONSUMER,GREEN_POSSIBLE,export_growth|channel_expansion|recurring_demand|fy1_fy2_revision,,K-food Green does not require contracts but does require repeat demand and revision support.,false,false,round10
음식료,CONSUMER_RETAIL_BRAND,EXPORT_RECURRING_CONSUMER,EXPORT_RECURRING_CONSUMER,GREEN_POSSIBLE,export_growth|channel_expansion|recurring_demand|fy1_fy2_revision,,K-food Green does not require contracts but does require repeat demand and revision support.,false,false,round10
건강기능식품,CONSUMER_RETAIL_BRAND,EXPORT_RECURRING_CONSUMER,EXPORT_RECURRING_CONSUMER,GREEN_POSSIBLE,export_growth|channel_expansion|recurring_demand|fy1_fy2_revision,,K-food Green does not require contracts but does require repeat demand and revision support.,false,false,round10
음식료 유통,CONSUMER_RETAIL_BRAND,EXPORT_RECURRING_CONSUMER,EXPORT_RECURRING_CONSUMER,GREEN_POSSIBLE,export_growth|channel_expansion|recurring_demand|fy1_fy2_revision,,K-food Green does not require contracts but does require repeat demand and revision support.,false,false,round10
양돈주,CONSUMER_RETAIL_BRAND,FOOD_AGRI_LIVESTOCK_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|inventory_status,,Food commodity cycles are capped; avoid structural extrapolation.,false,false,round10
육계주,CONSUMER_RETAIL_BRAND,FOOD_AGRI_LIVESTOCK_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|inventory_status,,Food commodity cycles are capped; avoid structural extrapolation.,false,false,round10
참치 원양어업,CONSUMER_RETAIL_BRAND,FOOD_AGRI_LIVESTOCK_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|inventory_status,,Food commodity cycles are capped; avoid structural extrapolation.,false,false,round10
대두,CONSUMER_RETAIL_BRAND,FOOD_AGRI_LIVESTOCK_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|inventory_status,,Food commodity cycles are capped; avoid structural extrapolation.,false,false,round10
배합사료,CONSUMER_RETAIL_BRAND,FOOD_AGRI_LIVESTOCK_CYCLE,COMMODITY_SPREAD,REDTEAM_FIRST,commodity_cycle|feed_cost|inventory_status,,Food commodity cycles are capped; avoid structural extrapolation.,false,false,round10
편의점,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,same_store_sales|opm_improvement|inventory_turnover,,Offline retail needs store efficiency and margin evidence.,false,false,round10
홈쇼핑,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,same_store_sales|opm_improvement|inventory_turnover,,Offline retail needs store efficiency and margin evidence.,false,false,round10
음식료 유통,CONSUMER_RETAIL_BRAND,RETAIL_CONVENIENCE_OFFLINE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,same_store_sales|opm_improvement|inventory_turnover,,Offline retail needs store efficiency and margin evidence.,false,false,round10
마켓컬리,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin,,"Fresh e-commerce needs unit economics, not GMV headline only.",false,false,round10
오아시스,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin,,"Fresh e-commerce needs unit economics, not GMV headline only.",false,false,round10
콜드체인,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin,,"Fresh e-commerce needs unit economics, not GMV headline only.",false,false,round10
택배,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin,,"Fresh e-commerce needs unit economics, not GMV headline only.",false,false,round10
종합물류,CONSUMER_RETAIL_BRAND,ECOMMERCE_FRESH_LOGISTICS,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,unit_economics|repeat_orders|logistics_margin,,"Fresh e-commerce needs unit economics, not GMV headline only.",false,false,round10
화장품 브랜드,CONSUMER_RETAIL_BRAND,K_BEAUTY_EXPORT_DISTRIBUTION,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,export_growth|channel_diversification|repeat_orders|opm_roe_improvement,,K-beauty Green needs repeat export channel and inventory discipline.,false,false,round10
K뷰티,CONSUMER_RETAIL_BRAND,K_BEAUTY_EXPORT_DISTRIBUTION,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,export_growth|channel_diversification|repeat_orders|opm_roe_improvement,,K-beauty Green needs repeat export channel and inventory discipline.,false,false,round10
화장품 유통,CONSUMER_RETAIL_BRAND,K_BEAUTY_EXPORT_DISTRIBUTION,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,export_growth|channel_diversification|repeat_orders|opm_roe_improvement,,K-beauty Green needs repeat export channel and inventory discipline.,false,false,round10
화장품 OEM,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,customer_diversification|capacity_utilization|margin_visibility,,Beauty supply chain needs customer and utilization evidence.,false,false,round10
화장품 ODM,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,customer_diversification|capacity_utilization|margin_visibility,,Beauty supply chain needs customer and utilization evidence.,false,false,round10
화장품 원재료,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,customer_diversification|capacity_utilization|margin_visibility,,Beauty supply chain needs customer and utilization evidence.,false,false,round10
화장품 부자재,CONSUMER_RETAIL_BRAND,BEAUTY_OEM_ODM_SUPPLYCHAIN,K_BEAUTY_EXPORT_DISTRIBUTION,GREEN_POSSIBLE,customer_diversification|capacity_utilization|margin_visibility,,Beauty supply chain needs customer and utilization evidence.,false,false,round10
의류 브랜드,CONSUMER_RETAIL_BRAND,APPAREL_BRAND_OEM,EXPORT_RECURRING_CONSUMER,WATCH_YELLOW_FIRST,order_visibility|brand_momentum|inventory_status,,Apparel needs order and inventory evidence due fashion cycle risk.,false,false,round10
의류 OEM,CONSUMER_RETAIL_BRAND,APPAREL_BRAND_OEM,EXPORT_RECURRING_CONSUMER,WATCH_YELLOW_FIRST,order_visibility|brand_momentum|inventory_status,,Apparel needs order and inventory evidence due fashion cycle risk.,false,false,round10
의류 ODM,CONSUMER_RETAIL_BRAND,APPAREL_BRAND_OEM,EXPORT_RECURRING_CONSUMER,WATCH_YELLOW_FIRST,order_visibility|brand_momentum|inventory_status,,Apparel needs order and inventory evidence due fashion cycle risk.,false,false,round10
의류 소재,CONSUMER_RETAIL_BRAND,APPAREL_BRAND_OEM,EXPORT_RECURRING_CONSUMER,WATCH_YELLOW_FIRST,order_visibility|brand_momentum|inventory_status,,Apparel needs order and inventory evidence due fashion cycle risk.,false,false,round10
밥솥,CONSUMER_RETAIL_BRAND,HOME_LIVING_APPLIANCE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,repeat_demand|channel_expansion|margin_visibility,,Home/living tags need recurring demand and margin support.,false,false,round10
스마트홈,CONSUMER_RETAIL_BRAND,HOME_LIVING_APPLIANCE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,repeat_demand|channel_expansion|margin_visibility,,Home/living tags need recurring demand and margin support.,false,false,round10
유아용품,CONSUMER_RETAIL_BRAND,HOME_LIVING_APPLIANCE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,repeat_demand|channel_expansion|margin_visibility,,Home/living tags need recurring demand and margin support.,false,false,round10
키즈,CONSUMER_RETAIL_BRAND,HOME_LIVING_APPLIANCE,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,repeat_demand|channel_expansion|margin_visibility,,Home/living tags need recurring demand and margin support.,false,false,round10
은행,FINANCIAL_CAPITAL_DIGITAL,FINANCIAL_SPREAD_BALANCE_SHEET,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,roe|pbr|capital_ratio|credit_cost,,Financial Green needs ROE/PBR and balance-sheet quality.,false,false,round10
금융지주회사,FINANCIAL_CAPITAL_DIGITAL,FINANCIAL_SPREAD_BALANCE_SHEET,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,roe|pbr|capital_ratio|credit_cost,,Financial Green needs ROE/PBR and balance-sheet quality.,false,false,round10
생명보험,FINANCIAL_CAPITAL_DIGITAL,FINANCIAL_SPREAD_BALANCE_SHEET,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,roe|pbr|capital_ratio|credit_cost,,Financial Green needs ROE/PBR and balance-sheet quality.,false,false,round10
손해보험,FINANCIAL_CAPITAL_DIGITAL,FINANCIAL_SPREAD_BALANCE_SHEET,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,roe|pbr|capital_ratio|credit_cost,,Financial Green needs ROE/PBR and balance-sheet quality.,false,false,round10
손해보험,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio|csm_or_capital|shareholder_return|credit_risk,,Insurance needs underwriting and capital evidence.,false,false,round10
생명보험,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio|csm_or_capital|shareholder_return|credit_risk,,Insurance needs underwriting and capital evidence.,false,false,round10
화재,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio|csm_or_capital|shareholder_return|credit_risk,,Insurance needs underwriting and capital evidence.,false,false,round10
고배당주,FINANCIAL_CAPITAL_DIGITAL,INSURANCE_UNDERWRITING_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,GREEN_POSSIBLE,loss_ratio|csm_or_capital|shareholder_return|credit_risk,,Insurance needs underwriting and capital evidence.,false,false,round10
증권사,FINANCIAL_CAPITAL_DIGITAL,SECURITIES_BROKERAGE_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,brokerage_cycle|ib_pipeline|capital_risk,,Brokerage cycles need market-cycle caps.,false,false,round10
벤처캐피탈,FINANCIAL_CAPITAL_DIGITAL,SECURITIES_BROKERAGE_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,brokerage_cycle|ib_pipeline|capital_risk,,Brokerage cycles need market-cycle caps.,false,false,round10
VC,FINANCIAL_CAPITAL_DIGITAL,SECURITIES_BROKERAGE_CYCLE,FINANCIAL_SPREAD_BALANCE_SHEET,WATCH_YELLOW_FIRST,brokerage_cycle|ib_pipeline|capital_risk,,Brokerage cycles need market-cycle caps.,false,false,round10
밸류업,FINANCIAL_CAPITAL_DIGITAL,VALUE_UP_SHAREHOLDER_RETURN,VALUE_UP_SHAREHOLDER_RETURN,GREEN_POSSIBLE,roe|shareholder_return_execution|capital_strength,,Value-up tag alone is not evidence; execution matters.,false,false,round10
밸류업 지수,FINANCIAL_CAPITAL_DIGITAL,VALUE_UP_SHAREHOLDER_RETURN,VALUE_UP_SHAREHOLDER_RETURN,GREEN_POSSIBLE,roe|shareholder_return_execution|capital_strength,,Value-up tag alone is not evidence; execution matters.,false,false,round10
고배당주,FINANCIAL_CAPITAL_DIGITAL,VALUE_UP_SHAREHOLDER_RETURN,VALUE_UP_SHAREHOLDER_RETURN,GREEN_POSSIBLE,roe|shareholder_return_execution|capital_strength,,Value-up tag alone is not evidence; execution matters.,false,false,round10
부동산 자산 보유,FINANCIAL_CAPITAL_DIGITAL,VALUE_UP_SHAREHOLDER_RETURN,VALUE_UP_SHAREHOLDER_RETURN,GREEN_POSSIBLE,roe|shareholder_return_execution|capital_strength,,Value-up tag alone is not evidence; execution matters.,false,false,round10
결제서비스,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,transaction_volume|take_rate|regulatory_risk,,Fintech needs transaction economics and regulation checks.,false,false,round10
토스 관련주,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,transaction_volume|take_rate|regulatory_risk,,Fintech needs transaction economics and regulation checks.,false,false,round10
지역화폐,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,transaction_volume|take_rate|regulatory_risk,,Fintech needs transaction economics and regulation checks.,false,false,round10
신용정보,FINANCIAL_CAPITAL_DIGITAL,PAYMENT_FINTECH_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,transaction_volume|take_rate|regulatory_risk,,Fintech needs transaction economics and regulation checks.,false,false,round10
스테이블코인,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|license_or_partner|cash_flow,,Tokenization themes are Green-blocked without regulated revenue.,false,false,round10
STO,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|license_or_partner|cash_flow,,Tokenization themes are Green-blocked without regulated revenue.,false,false,round10
디지털자산,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|license_or_partner|cash_flow,,Tokenization themes are Green-blocked without regulated revenue.,false,false,round10
블록체인,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|license_or_partner|cash_flow,,Tokenization themes are Green-blocked without regulated revenue.,false,false,round10
NFT,FINANCIAL_CAPITAL_DIGITAL,DIGITAL_ASSET_TOKENIZATION,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,regulated_revenue|license_or_partner|cash_flow,,Tokenization themes are Green-blocked without regulated revenue.,false,false,round10
치매치료,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,clinical_milestone|cash_runway|dilution_risk,,Pre-revenue biotech is not Green before revenue or royalty conversion.,false,false,round10
희귀질환 치료제,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,clinical_milestone|cash_runway|dilution_risk,,Pre-revenue biotech is not Green before revenue or royalty conversion.,false,false,round10
면역세포치료제,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,clinical_milestone|cash_runway|dilution_risk,,Pre-revenue biotech is not Green before revenue or royalty conversion.,false,false,round10
줄기세포치료제,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,clinical_milestone|cash_runway|dilution_risk,,Pre-revenue biotech is not Green before revenue or royalty conversion.,false,false,round10
이중항체,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_PRE_REVENUE_REGULATORY,BIOTECH_PRE_REVENUE_REGULATORY,REDTEAM_FIRST,clinical_milestone|cash_runway|dilution_risk,,Pre-revenue biotech is not Green before revenue or royalty conversion.,false,false,round10
AI 신약개발,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,approval|partner_launch|royalty_or_revenue,,"Biotech can improve after commercialization evidence, not clinical headline alone.",false,false,round10
비만 치료제,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,approval|partner_launch|royalty_or_revenue,,"Biotech can improve after commercialization evidence, not clinical headline alone.",false,false,round10
탈모치료,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,approval|partner_launch|royalty_or_revenue,,"Biotech can improve after commercialization evidence, not clinical headline alone.",false,false,round10
난임,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,approval|partner_launch|royalty_or_revenue,,"Biotech can improve after commercialization evidence, not clinical headline alone.",false,false,round10
치매치료,BIOTECH_HEALTHCARE_DEVICE,BIOTECH_ROYALTY_COMMERCIALIZATION,BIOTECH_ROYALTY_COMMERCIALIZATION,WATCH_YELLOW_FIRST,approval|partner_launch|royalty_or_revenue,,"Biotech can improve after commercialization evidence, not clinical headline alone.",false,false,round10
CMO,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,,CDMO is contract/utilization driven and separated from trial-stage biotech.,false,false,round10
원료의약품,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,,CDMO is contract/utilization driven and separated from trial-stage biotech.,false,false,round10
바이오시밀러,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,,CDMO is contract/utilization driven and separated from trial-stage biotech.,false,false,round10
CRO,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,,CDMO is contract/utilization driven and separated from trial-stage biotech.,false,false,round10
임상시험수탁,BIOTECH_HEALTHCARE_DEVICE,CDMO_HEALTHCARE_CONTRACT,CDMO_HEALTHCARE_CONTRACT,GREEN_POSSIBLE,long_term_contract|capacity_utilization|customer_diversification|fcf_conversion,,CDMO is contract/utilization driven and separated from trial-stage biotech.,false,false,round10
전염병 진단,BIOTECH_HEALTHCARE_DEVICE,DIAGNOSTICS_INFECTIOUS_DISEASE,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|revenue_after_event|margin_normalization,,Infectious disease demand is one-off until recurring demand is proven.,false,false,round10
코로나19 제약,BIOTECH_HEALTHCARE_DEVICE,DIAGNOSTICS_INFECTIOUS_DISEASE,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|revenue_after_event|margin_normalization,,Infectious disease demand is one-off until recurring demand is proven.,false,false,round10
엠폭스,BIOTECH_HEALTHCARE_DEVICE,DIAGNOSTICS_INFECTIOUS_DISEASE,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|revenue_after_event|margin_normalization,,Infectious disease demand is one-off until recurring demand is proven.,false,false,round10
동물백신,BIOTECH_HEALTHCARE_DEVICE,DIAGNOSTICS_INFECTIOUS_DISEASE,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|revenue_after_event|margin_normalization,,Infectious disease demand is one-off until recurring demand is proven.,false,false,round10
